timestamp,usage
2017-06-04 07:00:00,204.0
2017-06-04 08:00:00,332.0
2017-06-04 09:00:00,485.0
2017-06-04 10:00:00,583.0
2017-06-04 11:00:00,614.0
2017-06-04 12:00:00,613.0
2017-06-04 13:00:00,605.0
2017-06-04 14:00:00,585.0
2017-06-04 15:00:00,520.0
2017-06-04 16:00:00,470.0
2017-06-05 07:00:00,255.0
2017-06-05 08:00:00,335.0
2017-06-05 09:00:00,487.0
2017-06-05 10:00:00,595.0
2017-06-05 11:00:00,612.0
2017-06-05 12:00:00,595.0
2017-06-05 13:00:00,592.0
2017-06-05 14:00:00,556.0
2017-06-05 15:00:00,491.0
2017-06-05 16:00:00,454.0
2017-06-06 07:00:00,183.0
2017-06-06 08:00:00,333.0
2017-06-06 09:00:00,398.0
2017-06-06 10:00:00,549.0
2017-06-06 11:00:00,578.0
2017-06-06 12:00:00,614.0
2017-06-06 13:00:00,601.0
2017-06-06 14:00:00,550.0
2017-06-06 15:00:00,518.0
2017-06-06 16:00:00,443.0
2017-06-07 07:00:00,229.92308044433594
2017-06-07 08:00:00,259.0
2017-06-07 09:00:00,413.0
2017-06-07 10:00:00,486.0
2017-06-07 11:00:00,499.0
2017-06-07 12:00:00,518.0
2017-06-07 13:00:00,520.0
2017-06-07 14:00:00,503.0
2017-06-07 15:00:00,443.0
2017-06-07 16:00:00,350.0
2017-06-08 07:00:00,95.0
2017-06-08 08:00:00,158.0
2017-06-08 09:00:00,204.0
2017-06-08 10:00:00,358.0
2017-06-08 11:00:00,397.0
2017-06-08 12:00:00,466.0
2017-06-08 13:00:00,551.0
2017-06-08 14:00:00,589.0
2017-06-08 15:00:00,584.0
2017-06-08 16:00:00,582.0
2017-06-09 07:00:00,229.92308044433594
2017-06-09 08:00:00,116.0
2017-06-09 09:00:00,185.0
2017-06-09 10:00:00,239.0
2017-06-09 11:00:00,404.0
2017-06-09 12:00:00,456.0
2017-06-09 13:00:00,506.0
2017-06-09 14:00:00,489.0
2017-06-09 15:00:00,453.0
2017-06-09 16:00:00,373.0
2017-06-10 07:00:00,229.92308044433594
2017-06-10 08:00:00,208.0
2017-06-10 09:00:00,324.0
2017-06-10 10:00:00,445.0
2017-06-10 11:00:00,480.0
2017-06-10 12:00:00,500.0
2017-06-10 13:00:00,514.0
2017-06-10 14:00:00,511.0
2017-06-10 15:00:00,448.0
2017-06-10 16:00:00,390.0
2017-06-11 07:00:00,229.92308044433594
2017-06-11 08:00:00,367.0
2017-06-11 09:00:00,485.0
2017-06-11 10:00:00,558.0
2017-06-11 11:00:00,555.0
2017-06-11 12:00:00,567.0
2017-06-11 13:00:00,568.0
2017-06-11 14:00:00,555.0
2017-06-11 15:00:00,536.0
2017-06-11 16:00:00,469.0
2017-06-12 07:00:00,229.92308044433594
2017-06-12 08:00:00,342.0
2017-06-12 09:00:00,470.0
2017-06-12 10:00:00,550.0
2017-06-12 11:00:00,585.0
2017-06-12 12:00:00,604.0
2017-06-12 13:00:00,603.0
2017-06-12 14:00:00,591.0
2017-06-12 15:00:00,566.0
2017-06-12 16:00:00,492.0
2017-06-13 07:00:00,206.0
2017-06-13 08:00:00,285.0
2017-06-13 09:00:00,461.0
2017-06-13 10:00:00,505.0
2017-06-13 11:00:00,597.0
2017-06-13 12:00:00,600.0
2017-06-13 13:00:00,612.0
2017-06-13 14:00:00,577.0
2017-06-13 15:00:00,563.0
2017-06-13 16:00:00,521.0
2017-06-14 07:00:00,229.92308044433594
2017-06-14 08:00:00,277.0
2017-06-14 09:00:00,462.0
2017-06-14 10:00:00,583.0
2017-06-14 11:00:00,662.0
2017-06-14 12:00:00,690.0
2017-06-14 13:00:00,712.0
2017-06-14 14:00:00,684.0
2017-06-14 15:00:00,608.0
2017-06-14 16:00:00,448.0
2017-06-15 07:00:00,229.92308044433594
2017-06-15 08:00:00,141.0
2017-06-15 09:00:00,212.0
2017-06-15 10:00:00,310.0
2017-06-15 11:00:00,417.0
2017-06-15 12:00:00,506.0
2017-06-15 13:00:00,554.0
2017-06-15 14:00:00,556.0
2017-06-15 15:00:00,535.0
2017-06-15 16:00:00,508.0
2017-06-16 07:00:00,229.92308044433594
2017-06-16 08:00:00,255.0
2017-06-16 09:00:00,521.0
2017-06-16 10:00:00,601.0
2017-06-16 11:00:00,639.0
2017-06-16 12:00:00,678.0
2017-06-16 13:00:00,666.0
2017-06-16 14:00:00,551.0
2017-06-16 15:00:00,459.0
2017-06-16 16:00:00,338.0
2017-06-17 07:00:00,229.92308044433594
2017-06-17 08:00:00,241.0
2017-06-17 09:00:00,352.0
2017-06-17 10:00:00,453.0
2017-06-17 11:00:00,538.0
2017-06-17 12:00:00,586.0
2017-06-17 13:00:00,597.0
2017-06-17 14:00:00,603.0
2017-06-17 15:00:00,585.0
2017-06-17 16:00:00,609.0
2017-06-18 07:00:00,229.92308044433594
2017-06-18 08:00:00,304.0
2017-06-18 09:00:00,458.0
2017-06-18 10:00:00,580.0
2017-06-18 11:00:00,649.0
2017-06-18 12:00:00,687.0
2017-06-18 13:00:00,697.0
2017-06-18 14:00:00,691.0
2017-06-18 15:00:00,679.0
2017-06-18 16:00:00,630.0
2017-06-19 07:00:00,229.92308044433594
2017-06-19 08:00:00,548.0
2017-06-19 09:00:00,665.0
2017-06-19 10:00:00,751.0
2017-06-19 11:00:00,766.0
2017-06-19 12:00:00,793.0
2017-06-19 13:00:00,786.0
2017-06-19 14:00:00,769.0
2017-06-19 15:00:00,738.0
2017-06-19 16:00:00,668.0
2017-06-20 07:00:00,229.92308044433594
2017-06-20 08:00:00,310.6666564941406
2017-06-20 09:00:00,440.52777099609375
2017-06-20 10:00:00,548.611083984375
2017-06-20 11:00:00,620.2222290039062
2017-06-20 12:00:00,660.4305419921875
2017-06-20 13:00:00,682.4305419921875
2017-06-20 14:00:00,686.111083984375
2017-06-20 15:00:00,654.5
2017-06-20 16:00:00,588.5416870117188
2017-06-21 07:00:00,229.92308044433594
2017-06-21 08:00:00,310.6666564941406
2017-06-21 09:00:00,440.52777099609375
2017-06-21 10:00:00,548.611083984375
2017-06-21 11:00:00,620.2222290039062
2017-06-21 12:00:00,660.4305419921875
2017-06-21 13:00:00,682.4305419921875
2017-06-21 14:00:00,686.111083984375
2017-06-21 15:00:00,654.5
2017-06-21 16:00:00,588.5416870117188
2017-06-22 07:00:00,79.0
2017-06-22 08:00:00,106.0
2017-06-22 09:00:00,186.0
2017-06-22 10:00:00,291.0
2017-06-22 11:00:00,421.0
2017-06-22 12:00:00,558.0
2017-06-22 13:00:00,579.0
2017-06-22 14:00:00,576.0
2017-06-22 15:00:00,563.0
2017-06-22 16:00:00,545.0
2017-06-23 07:00:00,89.0
2017-06-23 08:00:00,125.0
2017-06-23 09:00:00,194.0
2017-06-23 10:00:00,358.0
2017-06-23 11:00:00,490.0
2017-06-23 12:00:00,535.0
2017-06-23 13:00:00,549.0
2017-06-23 14:00:00,514.0
2017-06-23 15:00:00,478.0
2017-06-23 16:00:00,400.0
2017-06-24 07:00:00,126.0
2017-06-24 08:00:00,198.0
2017-06-24 09:00:00,323.0
2017-06-24 10:00:00,382.0
2017-06-24 11:00:00,480.0
2017-06-24 12:00:00,590.0
2017-06-24 13:00:00,587.0
2017-06-24 14:00:00,562.0
2017-06-24 15:00:00,485.0
2017-06-24 16:00:00,447.0
2017-06-25 07:00:00,229.92308044433594
2017-06-25 08:00:00,268.0
2017-06-25 09:00:00,431.0
2017-06-25 10:00:00,539.0
2017-06-25 11:00:00,605.0
2017-06-25 12:00:00,689.0
2017-06-25 13:00:00,689.0
2017-06-25 14:00:00,689.0
2017-06-25 15:00:00,652.0
2017-06-25 16:00:00,554.0
2017-06-26 07:00:00,201.0
2017-06-26 08:00:00,332.0
2017-06-26 09:00:00,448.0
2017-06-26 10:00:00,579.0
2017-06-26 11:00:00,693.0
2017-06-26 12:00:00,832.0
2017-06-26 13:00:00,1093.0
2017-06-26 14:00:00,1157.0
2017-06-26 15:00:00,1115.0
2017-06-26 16:00:00,950.0
2017-06-27 07:00:00,144.0
2017-06-27 08:00:00,367.0
2017-06-27 09:00:00,775.0
2017-06-27 10:00:00,1030.0
2017-06-27 11:00:00,1146.0
2017-06-27 12:00:00,1261.0
2017-06-27 13:00:00,1217.0
2017-06-27 14:00:00,1229.0
2017-06-27 15:00:00,1135.0
2017-06-27 16:00:00,985.0
2017-06-28 07:00:00,229.92308044433594
2017-06-28 08:00:00,310.0
2017-06-28 09:00:00,460.0
2017-06-28 10:00:00,924.0
2017-06-28 11:00:00,985.0
2017-06-28 12:00:00,1091.0
2017-06-28 13:00:00,936.0
2017-06-28 14:00:00,1200.0
2017-06-28 15:00:00,1156.0
2017-06-28 16:00:00,1032.0
2017-06-29 07:00:00,107.0
2017-06-29 08:00:00,180.0
2017-06-29 09:00:00,631.0
2017-06-29 10:00:00,926.0
2017-06-29 11:00:00,979.0
2017-06-29 12:00:00,1153.0
2017-06-29 13:00:00,1045.0
2017-06-29 14:00:00,1185.0
2017-06-29 15:00:00,1134.0
2017-06-29 16:00:00,1115.0
2017-06-30 07:00:00,90.0
2017-06-30 08:00:00,195.0
2017-06-30 09:00:00,303.0
2017-06-30 10:00:00,399.0
2017-06-30 11:00:00,467.0
2017-06-30 12:00:00,536.0
2017-06-30 13:00:00,1114.0
2017-06-30 14:00:00,1249.0
2017-06-30 15:00:00,1241.0
2017-06-30 16:00:00,362.0
2017-07-01 07:00:00,229.92308044433594
2017-07-01 08:00:00,228.0
2017-07-01 09:00:00,360.0
2017-07-01 10:00:00,446.0
2017-07-01 11:00:00,509.0
2017-07-01 12:00:00,529.0
2017-07-01 13:00:00,558.0
2017-07-01 14:00:00,538.0
2017-07-01 15:00:00,478.0
2017-07-01 16:00:00,429.0
2017-07-02 07:00:00,170.0
2017-07-02 08:00:00,311.0
2017-07-02 09:00:00,440.0
2017-07-02 10:00:00,511.0
2017-07-02 11:00:00,553.0
2017-07-02 12:00:00,555.0
2017-07-02 13:00:00,564.0
2017-07-02 14:00:00,562.0
2017-07-02 15:00:00,515.0
2017-07-02 16:00:00,490.0
2017-07-03 07:00:00,229.92308044433594
2017-07-03 08:00:00,259.0
2017-07-03 09:00:00,399.0
2017-07-03 10:00:00,492.0
2017-07-03 11:00:00,549.0
2017-07-03 12:00:00,579.0
2017-07-03 13:00:00,593.0
2017-07-03 14:00:00,560.0
2017-07-03 15:00:00,531.0
2017-07-03 16:00:00,482.0
