timestamp,municipality_id,usage
2017-06-04 07:00:00,6,597.0
2017-06-04 08:00:00,6,801.0
2017-06-04 09:00:00,6,1061.0
2017-06-04 10:00:00,6,1219.0
2017-06-04 11:00:00,6,1297.0
2017-06-04 12:00:00,6,1306.0
2017-06-04 13:00:00,6,1297.0
2017-06-04 14:00:00,6,1271.0
2017-06-04 15:00:00,6,1136.0
2017-06-04 16:00:00,6,1028.0
2017-06-05 07:00:00,6,659.0
2017-06-05 08:00:00,6,769.0
2017-06-05 09:00:00,6,1012.0
2017-06-05 10:00:00,6,1191.0
2017-06-05 11:00:00,6,1268.0
2017-06-05 12:00:00,6,1288.0
2017-06-05 13:00:00,6,1257.0
2017-06-05 14:00:00,6,1201.0
2017-06-05 15:00:00,6,1065.0
2017-06-05 16:00:00,6,1001.0
2017-06-06 07:00:00,6,701.0
2017-06-06 08:00:00,6,905.0
2017-06-06 09:00:00,6,1008.0
2017-06-06 10:00:00,6,1193.0
2017-06-06 11:00:00,6,1238.0
2017-06-06 12:00:00,6,1292.0
2017-06-06 13:00:00,6,1205.0
2017-06-06 14:00:00,6,1133.0
2017-06-06 15:00:00,6,1090.0
2017-06-06 16:00:00,6,982.0
2017-06-07 07:00:00,6,636.8461538461538
2017-06-07 08:00:00,6,830.0
2017-06-07 09:00:00,6,1085.0
2017-06-07 10:00:00,6,1171.0
2017-06-07 11:00:00,6,1192.0
2017-06-07 12:00:00,6,1217.0
2017-06-07 13:00:00,6,1199.0
2017-06-07 14:00:00,6,1134.0
2017-06-07 15:00:00,6,1048.0
2017-06-07 16:00:00,6,905.0
2017-06-08 07:00:00,6,637.0
2017-06-08 08:00:00,6,683.0
2017-06-08 09:00:00,6,711.0
2017-06-08 10:00:00,6,797.0
2017-06-08 11:00:00,6,827.0
2017-06-08 12:00:00,6,907.0
2017-06-08 13:00:00,6,1000.0
2017-06-08 14:00:00,6,1127.0
2017-06-08 15:00:00,6,1127.0
2017-06-08 16:00:00,6,1135.0
2017-06-09 07:00:00,6,636.8461538461538
2017-06-09 08:00:00,6,539.0
2017-06-09 09:00:00,6,586.0
2017-06-09 10:00:00,6,612.0
2017-06-09 11:00:00,6,677.0
2017-06-09 12:00:00,6,677.0
2017-06-09 13:00:00,6,686.0
2017-06-09 14:00:00,6,705.0
2017-06-09 15:00:00,6,698.0
2017-06-09 16:00:00,6,663.0
2017-06-10 07:00:00,6,636.8461538461538
2017-06-10 08:00:00,6,630.0
2017-06-10 09:00:00,6,855.0
2017-06-10 10:00:00,6,1044.0
2017-06-10 11:00:00,6,1090.0
2017-06-10 12:00:00,6,1102.0
2017-06-10 13:00:00,6,1100.0
2017-06-10 14:00:00,6,1081.0
2017-06-10 15:00:00,6,965.0
2017-06-10 16:00:00,6,850.0
2017-06-11 07:00:00,6,636.8461538461538
2017-06-11 08:00:00,6,840.0
2017-06-11 09:00:00,6,1051.0
2017-06-11 10:00:00,6,1183.0
2017-06-11 11:00:00,6,1226.0
2017-06-11 12:00:00,6,1268.0
2017-06-11 13:00:00,6,1274.0
2017-06-11 14:00:00,6,1247.0
2017-06-11 15:00:00,6,1164.0
2017-06-11 16:00:00,6,1026.0
2017-06-12 07:00:00,6,636.8461538461538
2017-06-12 08:00:00,6,756.0
2017-06-12 09:00:00,6,935.0
2017-06-12 10:00:00,6,1096.0
2017-06-12 11:00:00,6,1176.0
2017-06-12 12:00:00,6,1235.0
2017-06-12 13:00:00,6,1248.0
2017-06-12 14:00:00,6,1211.0
2017-06-12 15:00:00,6,1149.0
2017-06-12 16:00:00,6,970.0
2017-06-13 07:00:00,6,665.0
2017-06-13 08:00:00,6,751.0
2017-06-13 09:00:00,6,992.0
2017-06-13 10:00:00,6,1082.0
2017-06-13 11:00:00,6,1170.0
2017-06-13 12:00:00,6,1192.0
2017-06-13 13:00:00,6,1228.0
2017-06-13 14:00:00,6,1195.0
2017-06-13 15:00:00,6,1150.0
2017-06-13 16:00:00,6,1026.0
2017-06-14 07:00:00,6,636.8461538461538
2017-06-14 08:00:00,6,775.0
2017-06-14 09:00:00,6,1013.0
2017-06-14 10:00:00,6,1150.0
2017-06-14 11:00:00,6,1237.0
2017-06-14 12:00:00,6,1253.0
2017-06-14 13:00:00,6,1269.0
2017-06-14 14:00:00,6,1232.0
2017-06-14 15:00:00,6,1134.0
2017-06-14 16:00:00,6,949.0
2017-06-15 07:00:00,6,636.8461538461538
2017-06-15 08:00:00,6,549.0
2017-06-15 09:00:00,6,610.0
2017-06-15 10:00:00,6,713.0
2017-06-15 11:00:00,6,765.0
2017-06-15 12:00:00,6,835.0
2017-06-15 13:00:00,6,1006.0
2017-06-15 14:00:00,6,1071.0
2017-06-15 15:00:00,6,1069.0
2017-06-15 16:00:00,6,1058.0
2017-06-16 07:00:00,6,636.8461538461538
2017-06-16 08:00:00,6,674.0
2017-06-16 09:00:00,6,930.0
2017-06-16 10:00:00,6,1073.0
2017-06-16 11:00:00,6,1172.0
2017-06-16 12:00:00,6,1278.0
2017-06-16 13:00:00,6,1288.0
2017-06-16 14:00:00,6,1074.0
2017-06-16 15:00:00,6,939.0
2017-06-16 16:00:00,6,696.0
2017-06-17 07:00:00,6,636.8461538461538
2017-06-17 08:00:00,6,674.0
2017-06-17 09:00:00,6,862.0
