timestamp,municipality_id,usage
2017-06-04 07:00:00,4,1090.0
2017-06-04 08:00:00,4,2016.0
2017-06-04 09:00:00,4,2811.0
2017-06-04 10:00:00,4,3178.0
2017-06-04 11:00:00,4,3257.0
2017-06-04 12:00:00,4,3260.0
2017-06-04 13:00:00,4,3241.0
2017-06-04 14:00:00,4,3154.0
2017-06-04 15:00:00,4,2848.0
2017-06-04 16:00:00,4,2665.0
2017-06-05 07:00:00,4,1113.0
2017-06-05 08:00:00,4,1608.0
2017-06-05 09:00:00,4,2561.0
2017-06-05 10:00:00,4,3126.0
2017-06-05 11:00:00,4,3203.0
2017-06-05 12:00:00,4,3222.0
2017-06-05 13:00:00,4,3155.0
2017-06-05 14:00:00,4,3081.0
2017-06-05 15:00:00,4,2791.0
2017-06-05 16:00:00,4,2580.0
2017-06-06 07:00:00,4,1126.0
2017-06-06 08:00:00,4,1983.0
2017-06-06 09:00:00,4,2426.0
2017-06-06 10:00:00,4,2966.0
2017-06-06 11:00:00,4,3052.0
2017-06-06 12:00:00,4,3146.0
2017-06-06 13:00:00,4,3143.0
2017-06-06 14:00:00,4,3064.0
2017-06-06 15:00:00,4,2930.0
2017-06-06 16:00:00,4,2551.0
2017-06-07 07:00:00,4,1029.923076923077
2017-06-07 08:00:00,4,1418.0
2017-06-07 09:00:00,4,2380.0
2017-06-07 10:00:00,4,2600.0
2017-06-07 11:00:00,4,2647.0
2017-06-07 12:00:00,4,2678.0
2017-06-07 13:00:00,4,2685.0
2017-06-07 14:00:00,4,2591.0
2017-06-07 15:00:00,4,2364.0
2017-06-07 16:00:00,4,1839.0
2017-06-08 07:00:00,4,533.0
2017-06-08 08:00:00,4,671.0
2017-06-08 09:00:00,4,772.0
2017-06-08 10:00:00,4,1078.0
2017-06-08 11:00:00,4,1199.0
2017-06-08 12:00:00,4,1405.0
2017-06-08 13:00:00,4,1510.0
2017-06-08 14:00:00,4,1609.0
2017-06-08 15:00:00,4,1586.0
2017-06-08 16:00:00,4,1473.0
2017-06-09 07:00:00,4,1029.923076923077
2017-06-09 08:00:00,4,570.0
2017-06-09 09:00:00,4,604.0
2017-06-09 10:00:00,4,635.0
