timestamp,municipality_id,usage
2017-06-04 07:00:00,2,273.0
2017-06-04 08:00:00,2,355.0
2017-06-04 09:00:00,2,494.0
2017-06-04 10:00:00,2,582.0
2017-06-04 11:00:00,2,643.0
2017-06-04 12:00:00,2,657.0
2017-06-04 13:00:00,2,660.0
2017-06-04 14:00:00,2,646.0
2017-06-04 15:00:00,2,581.0
2017-06-04 16:00:00,2,520.0
2017-06-05 07:00:00,2,291.0
2017-06-05 08:00:00,2,339.0
2017-06-05 09:00:00,2,473.0
2017-06-05 10:00:00,2,587.0
2017-06-05 11:00:00,2,649.0
2017-06-05 12:00:00,2,672.0
2017-06-05 13:00:00,2,647.0
2017-06-05 14:00:00,2,629.0
2017-06-05 15:00:00,2,564.0
2017-06-05 16:00:00,2,522.0
2017-06-06 07:00:00,2,365.0
2017-06-06 08:00:00,2,456.0
2017-06-06 09:00:00,2,514.0
2017-06-06 10:00:00,2,600.0
2017-06-06 11:00:00,2,623.0
2017-06-06 12:00:00,2,668.0
2017-06-06 13:00:00,2,594.0
2017-06-06 14:00:00,2,579.0
2017-06-06 15:00:00,2,556.0
2017-06-06 16:00:00,2,510.0
2017-06-07 07:00:00,2,310.3076923076923
2017-06-07 08:00:00,2,452.0
2017-06-07 09:00:00,2,578.0
2017-06-07 10:00:00,2,631.0
2017-06-07 11:00:00,2,652.0
2017-06-07 12:00:00,2,674.0
2017-06-07 13:00:00,2,676.0
2017-06-07 14:00:00,2,645.0
2017-06-07 15:00:00,2,607.0
2017-06-07 16:00:00,2,544.0
2017-06-08 07:00:00,2,401.0
2017-06-08 08:00:00,2,409.0
2017-06-08 09:00:00,2,430.0
2017-06-08 10:00:00,2,455.0
2017-06-08 11:00:00,2,466.0
2017-06-08 12:00:00,2,506.0
2017-06-08 13:00:00,2,548.0
2017-06-08 14:00:00,2,609.0
2017-06-08 15:00:00,2,623.0
2017-06-08 16:00:00,2,621.0
2017-06-09 07:00:00,2,310.3076923076923
2017-06-09 08:00:00,2,297.0
2017-06-09 09:00:00,2,309.0
2017-06-09 10:00:00,2,312.0
2017-06-09 11:00:00,2,315.0
2017-06-09 12:00:00,2,311.0
2017-06-09 13:00:00,2,322.0
2017-06-09 14:00:00,2,364.0
2017-06-09 15:00:00,2,375.0
2017-06-09 16:00:00,2,373.0
2017-06-10 07:00:00,2,310.3076923076923
2017-06-10 08:00:00,2,294.0
2017-06-10 09:00:00,2,417.0
2017-06-10 10:00:00,2,520.0
2017-06-10 11:00:00,2,546.0
2017-06-10 12:00:00,2,556.0
2017-06-10 13:00:00,2,563.0
2017-06-10 14:00:00,2,541.0
2017-06-10 15:00:00,2,480.0
2017-06-10 16:00:00,2,424.0
2017-06-11 07:00:00,2,310.3076923076923
2017-06-11 08:00:00,2,390.0
2017-06-11 09:00:00,2,510.0
2017-06-11 10:00:00,2,583.0
2017-06-11 11:00:00,2,611.0
2017-06-11 12:00:00,2,642.0
2017-06-11 13:00:00,2,651.0
2017-06-11 14:00:00,2,647.0
2017-06-11 15:00:00,2,610.0
2017-06-11 16:00:00,2,541.0
2017-06-12 07:00:00,2,310.3076923076923
2017-06-12 08:00:00,2,364.0
2017-06-12 09:00:00,2,448.0
2017-06-12 10:00:00,2,557.0
2017-06-12 11:00:00,2,609.0
2017-06-12 12:00:00,2,642.0
2017-06-12 13:00:00,2,651.0
2017-06-12 14:00:00,2,621.0
2017-06-12 15:00:00,2,592.0
2017-06-12 16:00:00,2,483.0
2017-06-13 07:00:00,2,347.0
2017-06-13 08:00:00,2,378.0
2017-06-13 09:00:00,2,483.0
2017-06-13 10:00:00,2,525.0
2017-06-13 11:00:00,2,577.0
2017-06-13 12:00:00,2,587.0
2017-06-13 13:00:00,2,610.0
2017-06-13 14:00:00,2,586.0
2017-06-13 15:00:00,2,557.0
2017-06-13 16:00:00,2,508.0
2017-06-14 07:00:00,2,310.3076923076923
2017-06-14 08:00:00,2,354.0
2017-06-14 09:00:00,2,448.0
2017-06-14 10:00:00,2,498.0
2017-06-14 11:00:00,2,540.0
2017-06-14 12:00:00,2,544.0
2017-06-14 13:00:00,2,553.0
2017-06-14 14:00:00,2,555.0
2017-06-14 15:00:00,2,523.0
2017-06-14 16:00:00,2,473.0
2017-06-15 07:00:00,2,310.3076923076923
2017-06-15 08:00:00,2,271.0
2017-06-15 09:00:00,2,299.0
2017-06-15 10:00:00,2,334.0
2017-06-15 11:00:00,2,336.0
2017-06-15 12:00:00,2,344.0
2017-06-15 13:00:00,2,425.0
2017-06-15 14:00:00,2,489.0
2017-06-15 15:00:00,2,507.0
2017-06-15 16:00:00,2,506.0
2017-06-16 07:00:00,2,310.3076923076923
2017-06-16 08:00:00,2,274.0
2017-06-16 09:00:00,2,409.0
2017-06-16 10:00:00,2,480.0
2017-06-16 11:00:00,2,557.0
2017-06-16 12:00:00,2,633.0
2017-06-16 13:00:00,2,649.0
2017-06-16 14:00:00,2,592.0
2017-06-16 15:00:00,2,529.0
2017-06-16 16:00:00,2,390.0
2017-06-17 07:00:00,2,310.3076923076923
2017-06-17 08:00:00,2,303.0
2017-06-17 09:00:00,2,395.0
2017-06-17 10:00:00,2,494.0
2017-06-17 11:00:00,2,538.0
2017-06-17 12:00:00,2,549.0
2017-06-17 13:00:00,2,556.0
2017-06-17 14:00:00,2,566.0
2017-06-17 15:00:00,2,529.0
2017-06-17 16:00:00,2,464.0
2017-06-18 07:00:00,2,310.3076923076923
2017-06-18 08:00:00,2,337.0
2017-06-18 09:00:00,2,438.0
2017-06-18 10:00:00,2,544.0
2017-06-18 11:00:00,2,587.0
2017-06-18 12:00:00,2,605.0
2017-06-18 13:00:00,2,625.0
2017-06-18 14:00:00,2,594.0
2017-06-18 15:00:00,2,563.0
2017-06-18 16:00:00,2,477.0
2017-06-19 07:00:00,2,310.3076923076923
2017-06-19 08:00:00,2,399.0
2017-06-19 09:00:00,2,517.0
2017-06-19 10:00:00,2,600.0
2017-06-19 11:00:00,2,620.0
2017-06-19 12:00:00,2,650.0
2017-06-19 13:00:00,2,656.0
2017-06-19 14:00:00,2,626.0
2017-06-19 15:00:00,2,541.0
2017-06-19 16:00:00,2,486.0
2017-06-20 07:00:00,2,310.3076923076923
2017-06-20 08:00:00,2,340.3611111111111
2017-06-20 09:00:00,2,416.18055555555554
2017-06-20 10:00:00,2,479.90277777777777
2017-06-20 11:00:00,2,521.6388888888889
2017-06-20 12:00:00,2,555.3333333333334
2017-06-20 13:00:00,2,579.1805555555555
2017-06-20 14:00:00,2,581.9583333333334
2017-06-20 15:00:00,2,554.1111111111111
2017-06-20 16:00:00,2,500.4166666666667
2017-06-21 07:00:00,2,310.3076923076923
2017-06-21 08:00:00,2,340.3611111111111
2017-06-21 09:00:00,2,416.18055555555554
2017-06-21 10:00:00,2,479.90277777777777
2017-06-21 11:00:00,2,521.6388888888889
2017-06-21 12:00:00,2,555.3333333333334
2017-06-21 13:00:00,2,579.1805555555555
2017-06-21 14:00:00,2,581.9583333333334
2017-06-21 15:00:00,2,554.1111111111111
2017-06-21 16:00:00,2,500.4166666666667
2017-06-22 07:00:00,2,260.0
2017-06-22 08:00:00,2,286.0
2017-06-22 09:00:00,2,326.0
2017-06-22 10:00:00,2,359.0
2017-06-22 11:00:00,2,393.0
2017-06-22 12:00:00,2,448.0
2017-06-22 13:00:00,2,498.0
2017-06-22 14:00:00,2,519.0
2017-06-22 15:00:00,2,525.0
2017-06-22 16:00:00,2,500.0
2017-06-23 07:00:00,2,297.0
2017-06-23 08:00:00,2,306.0
2017-06-23 09:00:00,2,309.0
2017-06-23 10:00:00,2,316.0
2017-06-23 11:00:00,2,311.0
2017-06-23 12:00:00,2,313.0
2017-06-23 13:00:00,2,463.0
2017-06-23 14:00:00,2,512.0
