timestamp,municipality_id,usage
2017-06-04 07:00:00,3,623.0
2017-06-04 08:00:00,3,967.0
2017-06-04 09:00:00,3,1263.0
2017-06-04 10:00:00,3,1396.0
2017-06-04 11:00:00,3,1456.0
2017-06-04 12:00:00,3,1469.0
2017-06-04 13:00:00,3,1457.0
2017-06-04 14:00:00,3,1439.0
2017-06-04 15:00:00,3,1309.0
2017-06-04 16:00:00,3,1227.0
2017-06-05 07:00:00,3,611.0
2017-06-05 08:00:00,3,788.0
2017-06-05 09:00:00,3,1147.0
2017-06-05 10:00:00,3,1388.0
2017-06-05 11:00:00,3,1439.0
2017-06-05 12:00:00,3,1455.0
2017-06-05 13:00:00,3,1436.0
2017-06-05 14:00:00,3,1418.0
2017-06-05 15:00:00,3,1312.0
2017-06-05 16:00:00,3,1212.0
2017-06-06 07:00:00,3,624.0
2017-06-06 08:00:00,3,946.0
2017-06-06 09:00:00,3,1128.0
2017-06-06 10:00:00,3,1344.0
2017-06-06 11:00:00,3,1375.0
2017-06-06 12:00:00,3,1431.0
2017-06-06 13:00:00,3,1430.0
2017-06-06 14:00:00,3,1397.0
2017-06-06 15:00:00,3,1355.0
2017-06-06 16:00:00,3,1179.0
2017-06-07 07:00:00,3,505.7692307692308
2017-06-07 08:00:00,3,747.0
2017-06-07 09:00:00,3,1134.0
2017-06-07 10:00:00,3,1238.0
2017-06-07 11:00:00,3,1259.0
2017-06-07 12:00:00,3,1271.0
2017-06-07 13:00:00,3,1276.0
2017-06-07 14:00:00,3,1254.0
2017-06-07 15:00:00,3,1189.0
2017-06-07 16:00:00,3,915.0
2017-06-08 07:00:00,3,313.0
2017-06-08 08:00:00,3,406.0
2017-06-08 09:00:00,3,464.0
2017-06-08 10:00:00,3,635.0
2017-06-08 11:00:00,3,710.0
2017-06-08 12:00:00,3,814.0
2017-06-08 13:00:00,3,884.0
2017-06-08 14:00:00,3,963.0
2017-06-08 15:00:00,3,933.0
2017-06-08 16:00:00,3,874.0
2017-06-09 07:00:00,3,505.7692307692308
2017-06-09 08:00:00,3,294.0
2017-06-09 09:00:00,3,306.0
2017-06-09 10:00:00,3,317.0
2017-06-09 11:00:00,3,426.0
2017-06-09 12:00:00,3,474.0
2017-06-09 13:00:00,3,496.0
2017-06-09 14:00:00,3,506.0
2017-06-09 15:00:00,3,487.0
2017-06-09 16:00:00,3,430.0
2017-06-10 07:00:00,3,505.7692307692308
2017-06-10 08:00:00,3,676.0
2017-06-10 09:00:00,3,1058.0
2017-06-10 10:00:00,3,1290.0
2017-06-10 11:00:00,3,1333.0
2017-06-10 12:00:00,3,1340.0
2017-06-10 13:00:00,3,1344.0
2017-06-10 14:00:00,3,1316.0
2017-06-10 15:00:00,3,1206.0
2017-06-10 16:00:00,3,1012.0
2017-06-11 07:00:00,3,505.7692307692308
2017-06-11 08:00:00,3,861.0
2017-06-11 09:00:00,3,1219.0
2017-06-11 10:00:00,3,1352.0
2017-06-11 11:00:00,3,1378.0
2017-06-11 12:00:00,3,1440.0
2017-06-11 13:00:00,3,1434.0
2017-06-11 14:00:00,3,1403.0
2017-06-11 15:00:00,3,1299.0
2017-06-11 16:00:00,3,1158.0
2017-06-12 07:00:00,3,505.7692307692308
2017-06-12 08:00:00,3,743.0
2017-06-12 09:00:00,3,1106.0
2017-06-12 10:00:00,3,1342.0
2017-06-12 11:00:00,3,1401.0
2017-06-12 12:00:00,3,1416.0
2017-06-12 13:00:00,3,1406.0
2017-06-12 14:00:00,3,1383.0
