timestamp,usage
2017-06-04 07:00:00,597.0
2017-06-04 08:00:00,801.0
2017-06-04 09:00:00,1061.0
2017-06-04 10:00:00,1219.0
2017-06-04 11:00:00,1297.0
2017-06-04 12:00:00,1306.0
2017-06-04 13:00:00,1297.0
2017-06-04 14:00:00,1271.0
2017-06-04 15:00:00,1136.0
2017-06-04 16:00:00,1028.0
2017-06-05 07:00:00,659.0
2017-06-05 08:00:00,769.0
2017-06-05 09:00:00,1012.0
2017-06-05 10:00:00,1191.0
2017-06-05 11:00:00,1268.0
2017-06-05 12:00:00,1288.0
2017-06-05 13:00:00,1257.0
2017-06-05 14:00:00,1201.0
2017-06-05 15:00:00,1065.0
2017-06-05 16:00:00,1001.0
2017-06-06 07:00:00,701.0
2017-06-06 08:00:00,905.0
2017-06-06 09:00:00,1008.0
2017-06-06 10:00:00,1193.0
2017-06-06 11:00:00,1238.0
2017-06-06 12:00:00,1292.0
2017-06-06 13:00:00,1205.0
2017-06-06 14:00:00,1133.0
2017-06-06 15:00:00,1090.0
2017-06-06 16:00:00,982.0
2017-06-07 07:00:00,636.8461303710938
2017-06-07 08:00:00,830.0
2017-06-07 09:00:00,1085.0
2017-06-07 10:00:00,1171.0
2017-06-07 11:00:00,1192.0
2017-06-07 12:00:00,1217.0
2017-06-07 13:00:00,1199.0
2017-06-07 14:00:00,1134.0
2017-06-07 15:00:00,1048.0
2017-06-07 16:00:00,905.0
2017-06-08 07:00:00,637.0
2017-06-08 08:00:00,683.0
2017-06-08 09:00:00,711.0
2017-06-08 10:00:00,797.0
2017-06-08 11:00:00,827.0
2017-06-08 12:00:00,907.0
2017-06-08 13:00:00,1000.0
2017-06-08 14:00:00,1127.0
2017-06-08 15:00:00,1127.0
2017-06-08 16:00:00,1135.0
2017-06-09 07:00:00,636.8461303710938
2017-06-09 08:00:00,539.0
2017-06-09 09:00:00,586.0
2017-06-09 10:00:00,612.0
2017-06-09 11:00:00,677.0
2017-06-09 12:00:00,677.0
2017-06-09 13:00:00,686.0
2017-06-09 14:00:00,705.0
2017-06-09 15:00:00,698.0
2017-06-09 16:00:00,663.0
2017-06-10 07:00:00,636.8461303710938
2017-06-10 08:00:00,630.0
2017-06-10 09:00:00,855.0
2017-06-10 10:00:00,1044.0
2017-06-10 11:00:00,1090.0
2017-06-10 12:00:00,1102.0
2017-06-10 13:00:00,1100.0
2017-06-10 14:00:00,1081.0
2017-06-10 15:00:00,965.0
2017-06-10 16:00:00,850.0
2017-06-11 07:00:00,636.8461303710938
2017-06-11 08:00:00,840.0
2017-06-11 09:00:00,1051.0
2017-06-11 10:00:00,1183.0
2017-06-11 11:00:00,1226.0
2017-06-11 12:00:00,1268.0
2017-06-11 13:00:00,1274.0
2017-06-11 14:00:00,1247.0
2017-06-11 15:00:00,1164.0
2017-06-11 16:00:00,1026.0
2017-06-12 07:00:00,636.8461303710938
2017-06-12 08:00:00,756.0
2017-06-12 09:00:00,935.0
2017-06-12 10:00:00,1096.0
2017-06-12 11:00:00,1176.0
2017-06-12 12:00:00,1235.0
2017-06-12 13:00:00,1248.0
2017-06-12 14:00:00,1211.0
2017-06-12 15:00:00,1149.0
2017-06-12 16:00:00,970.0
2017-06-13 07:00:00,665.0
2017-06-13 08:00:00,751.0
2017-06-13 09:00:00,992.0
2017-06-13 10:00:00,1082.0
2017-06-13 11:00:00,1170.0
2017-06-13 12:00:00,1192.0
2017-06-13 13:00:00,1228.0
2017-06-13 14:00:00,1195.0
2017-06-13 15:00:00,1150.0
2017-06-13 16:00:00,1026.0
2017-06-14 07:00:00,636.8461303710938
2017-06-14 08:00:00,775.0
2017-06-14 09:00:00,1013.0
2017-06-14 10:00:00,1150.0
