timestamp,usage
2017-06-04 07:00:00,556.0
2017-06-04 08:00:00,857.0
2017-06-04 09:00:00,1172.0
2017-06-04 10:00:00,1363.0
2017-06-04 11:00:00,1399.0
2017-06-04 12:00:00,1406.0
2017-06-04 13:00:00,1376.0
2017-06-04 14:00:00,1361.0
2017-06-04 15:00:00,1222.0
2017-06-04 16:00:00,1130.0
2017-06-05 07:00:00,603.0
2017-06-05 08:00:00,745.0
2017-06-05 09:00:00,1092.0
2017-06-05 10:00:00,1297.0
2017-06-05 11:00:00,1349.0
2017-06-05 12:00:00,1390.0
2017-06-05 13:00:00,1395.0
2017-06-05 14:00:00,1359.0
2017-06-05 15:00:00,1232.0
2017-06-05 16:00:00,1161.0
2017-06-06 07:00:00,554.0
2017-06-06 08:00:00,867.0
2017-06-06 09:00:00,992.0
2017-06-06 10:00:00,1281.0
2017-06-06 11:00:00,1312.0
2017-06-06 12:00:00,1357.0
2017-06-06 13:00:00,1349.0
2017-06-06 14:00:00,1280.0
2017-06-06 15:00:00,1255.0
2017-06-06 16:00:00,1132.0
2017-06-07 07:00:00,517.423095703125
2017-06-07 08:00:00,664.0
2017-06-07 09:00:00,988.0
2017-06-07 10:00:00,1092.0
2017-06-07 11:00:00,1099.0
2017-06-07 12:00:00,1145.0
2017-06-07 13:00:00,1133.0
2017-06-07 14:00:00,1121.0
2017-06-07 15:00:00,1051.0
2017-06-07 16:00:00,895.0
2017-06-08 07:00:00,352.0
2017-06-08 08:00:00,411.0
2017-06-08 09:00:00,442.0
2017-06-08 10:00:00,552.0
2017-06-08 11:00:00,567.0
2017-06-08 12:00:00,620.0
2017-06-08 13:00:00,729.0
2017-06-08 14:00:00,808.0
2017-06-08 15:00:00,811.0
2017-06-08 16:00:00,819.0
2017-06-09 07:00:00,517.423095703125
2017-06-09 08:00:00,396.0
2017-06-09 09:00:00,439.0
2017-06-09 10:00:00,481.0
2017-06-09 11:00:00,581.0
2017-06-09 12:00:00,602.0
2017-06-09 13:00:00,667.0
2017-06-09 14:00:00,694.0
2017-06-09 15:00:00,705.0
2017-06-09 16:00:00,662.0
2017-06-10 07:00:00,517.423095703125
2017-06-10 08:00:00,610.0
